id,path,is_bee,is_wasp,is_otherinsect,is_other,photo_quality,is_validation,is_final_validation,label
1,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
2,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
3,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
4,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
5,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
6,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
7,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
8,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
9,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
10,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
11,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
12,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
13,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
14,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
15,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
16,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
17,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
18,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
19,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
20,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
21,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
22,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
23,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
24,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
25,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
26,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
27,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
28,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
29,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
30,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
31,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
32,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
33,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
34,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
35,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
36,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
37,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
38,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
39,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
40,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
41,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
42,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
43,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
44,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
45,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
46,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
47,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
48,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
49,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
50,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
51,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
52,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
53,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
54,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
55,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
56,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
57,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
58,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
59,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
60,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
61,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
62,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
63,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
64,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
65,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
66,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,1,bee
67,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
68,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
69,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
70,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
71,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
72,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,1,0,bee
73,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
74,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
75,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
76,bee1/10007154554_026417cfd0_n.jpg,1,0,0,0,1,0,0,bee
